retailer_moniker,shipment_count,order_count,return_count,shipments_production_cost_usd,orders_production_cost_usd,returns_production_cost_usd,total_production_cost_usd,consumption_cost_usd,consumption_slot_hours,query_count,first_query_date,last_query_date,query_days_active,avg_queries_per_day,total_cost_usd,consumption_to_production_ratio,consumption_pct_of_total
peninsula,60,81,1,0.01,0.0,0.0,0.01,1.0922000000000003,21.92000000000001,618,2025-09-01,2025-10-30,60,10.3,1.1022000000000003,109.22,0.9909
microchip,13016,3,0,1.1,0.0,0.0,1.1,0.0,0.0,0,,,1,0.0,1.1,0.0,0.0
quayau,13014,0,0,1.1,0.0,0.0,1.1,0.0,0.0,0,,,1,0.0,1.1,0.0,0.0
okl,10169,11546,1596,0.86,0.14,0.1,1.1,0.0,0.0,0,,,1,0.0,1.1,0.0,0.0
jonessportsco,13035,0,0,1.1,0.0,0.0,1.1,0.0,0.0,0,,,1,0.0,1.1,0.0,0.0
calphalon,9665,13472,513,0.81,0.17,0.03,1.01,0.08109999999999999,1.62,38,2025-09-02,2025-10-27,56,0.68,1.0911,0.0803,0.0743
finisterre,12973,0,0,1.09,0.0,0.0,1.09,0.0,0.0,0,,,1,0.0,1.09,0.0,0.0
artcom,12733,0,0,1.07,0.0,0.0,1.07,0.0,0.0,0,,,1,0.0,1.07,0.0,0.0
herbalifenutritiondsmx,12604,0,0,1.06,0.0,0.0,1.06,0.0,0.0,0,,,1,0.0,1.06,0.0,0.0
knixca,8271,28711,0,0.7,0.36,0.0,1.06,0.0,0.0,0,,,1,0.0,1.06,0.0,0.0
davinci,7947,30663,0,0.67,0.38,0.0,1.05,0.0,0.0,0,,,1,0.0,1.05,0.0,0.0
exofficio,7482,16183,3131,0.63,0.2,0.2,1.03,0.018899999999999997,0.3400000000000001,46,2025-09-02,2025-10-27,56,0.82,1.0489,0.0183,0.018
lorenhope,1919,70864,0,0.16,0.88,0.0,1.04,0.0,0.0,0,,,1,0.0,1.04,0.0,0.0
goldwin,5717,9529,6946,0.48,0.12,0.44,1.04,0.0,0.0,0,,,1,0.0,1.04,0.0,0.0
maruccisports,7003,32614,616,0.59,0.41,0.04,1.04,0.0,0.0,0,,,1,0.0,1.04,0.0,0.0
barnesandnoblenew,12286,0,0,1.04,0.0,0.0,1.04,0.0,0.0,0,,,1,0.0,1.04,0.0,0.0
sunspel,12223,0,0,1.03,0.0,0.0,1.03,0.0,0.0,0,,,1,0.0,1.03,0.0,0.0
the-house,9759,9608,1144,0.82,0.12,0.07,1.01,0.0,0.0,0,,,1,0.0,1.01,0.0,0.0
jolyn,11720,0,0,0.99,0.0,0.0,0.99,0.0,0.0,0,,,1,0.0,0.99,0.0,0.0
bananarepublicfactoryca,2790,2,11704,0.24,0.0,0.75,0.99,0.0,0.0,0,,,1,0.0,0.99,0.0,0.0
amiri,6807,34012,0,0.57,0.42,0.0,0.99,0.0,0.0,0,,,1,0.0,0.99,0.0,0.0
franklinsports,6654,31300,411,0.56,0.39,0.03,0.9800000000000001,0.0,0.0,0,,,1,0.0,0.9800000000000001,0.0,0.0
curtains2go,8843,18398,0,0.75,0.23,0.0,0.98,0.0,0.0,0,,,1,0.0,0.98,0.0,0.0
dealsmarketplace,476,74513,0,0.04,0.93,0.0,0.9700000000000001,0.0,0.0,0,,,1,0.0,0.9700000000000001,0.0,0.0
waterworks,11470,43,0,0.97,0.0,0.0,0.97,0.0,0.0,0,,,1,0.0,0.97,0.0,0.0
guestinresidence,7873,24751,0,0.66,0.31,0.0,0.97,0.0,0.0,0,,,1,0.0,0.97,0.0,0.0
christysports,11533,0,0,0.97,0.0,0.0,0.97,0.0,0.0,0,,,1,0.0,0.97,0.0,0.0
grillspot,7303,24628,697,0.62,0.31,0.04,0.97,0.0,0.0,0,,,1,0.0,0.97,0.0,0.0
shoppurina,9955,10061,0,0.84,0.12,0.0,0.96,0.0,0.0,0,,,1,0.0,0.96,0.0,0.0
shuuemurausa,8377,17019,597,0.71,0.21,0.04,0.96,0.0,0.0,0,,,1,0.0,0.96,0.0,0.0
pacificabeauty,5786,37272,0,0.49,0.46,0.0,0.95,0.0,0.0,0,,,1,0.0,0.95,0.0,0.0
anatomie,7748,24051,0,0.65,0.3,0.0,0.95,0.0,0.0,0,,,1,0.0,0.95,0.0,0.0
cuisinart,11159,0,0,0.94,0.0,0.0,0.94,0.0,0.0,0,,,1,0.0,0.94,0.0,0.0
dooney,7495,5729,3771,0.63,0.07,0.24,0.94,0.0,0.0,0,,,1,0.0,0.94,0.0,0.0
logitechg,3505,0,9301,0.3,0.0,0.6,0.8999999999999999,0.03830000000000004,0.8900000000000006,89,2025-09-01,2025-10-31,61,1.46,0.9382999999999999,0.0426,0.0408
ethelm,9571,9571,0,0.81,0.12,0.0,0.93,0.0,0.0,0,,,1,0.0,0.93,0.0,0.0
combat,7381,14418,1972,0.62,0.18,0.13,0.93,0.0,0.0,0,,,1,0.0,0.93,0.0,0.0
lemonaid,10954,0,0,0.92,0.0,0.0,0.92,0.0,0.0,0,,,1,0.0,0.92,0.0,0.0
tissotwatches,10967,0,0,0.92,0.0,0.0,0.92,0.0,0.0,0,,,1,0.0,0.92,0.0,0.0
hhworkwear,9307,11157,0,0.78,0.14,0.0,0.92,0.0,0.0,0,,,1,0.0,0.92,0.0,0.0
themeateaterstore,7928,20200,0,0.67,0.25,0.0,0.92,0.0,0.0,0,,,1,0.0,0.92,0.0,0.0
ohpollyau,7607,22695,0,0.64,0.28,0.0,0.92,0.0,0.0,0,,,1,0.0,0.92,0.0,0.0
katespade-au,7853,20666,0,0.66,0.26,0.0,0.92,0.0,0.0,0,,,1,0.0,0.92,0.0,0.0
awaytravel,10840,0,0,0.91,0.0,0.0,0.91,0.0,0.0,0,,,1,0.0,0.91,0.0,0.0
trippnyc,3436,50142,0,0.29,0.62,0.0,0.9099999999999999,0.0,0.0,0,,,1,0.0,0.9099999999999999,0.0,0.0
jp-puma,10639,0,0,0.9,0.0,0.0,0.9,0.0,0.0,0,,,1,0.0,0.9,0.0,0.0
babytula,5745,33509,0,0.48,0.42,0.0,0.8999999999999999,0.0,0.0,0,,,1,0.0,0.8999999999999999,0.0,0.0
hats,6980,24795,60,0.59,0.31,0.0,0.8999999999999999,0.0,0.0,0,,,1,0.0,0.8999999999999999,0.0,0.0
square,9981,4284,0,0.84,0.05,0.0,0.89,0.0,0.0,0,,,1,0.0,0.89,0.0,0.0
jimmylion,10593,0,0,0.89,0.0,0.0,0.89,0.0,0.0,0,,,1,0.0,0.89,0.0,0.0
lauramercieruk,5611,33424,0,0.47,0.42,0.0,0.8899999999999999,0.0,0.0,0,,,1,0.0,0.8899999999999999,0.0,0.0
eaglecreek,6960,24527,0,0.59,0.3,0.0,0.8899999999999999,0.0,0.0,0,,,1,0.0,0.8899999999999999,0.0,0.0
backdrop,2828,51666,0,0.24,0.64,0.0,0.88,0.0,0.0,0,,,1,0.0,0.88,0.0,0.0
ukcurlsmith,7927,16191,0,0.67,0.2,0.0,0.8700000000000001,0.0,0.0,0,,,1,0.0,0.8700000000000001,0.0,0.0
theperfumeshop,10317,0,0,0.87,0.0,0.0,0.87,0.0,0.0,0,,,1,0.0,0.87,0.0,0.0
retrospec,10291,0,0,0.87,0.0,0.0,0.87,0.0,0.0,0,,,1,0.0,0.87,0.0,0.0
gapfactoryca,3518,0,8838,0.3,0.0,0.57,0.8699999999999999,0.0,0.0,0,,,1,0.0,0.8699999999999999,0.0,0.0
burrisoptics,9830,2620,0,0.83,0.03,0.0,0.86,0.0,0.0,0,,,1,0.0,0.86,0.0,0.0
ridgewallet,10237,0,0,0.86,0.0,0.0,0.86,0.0,0.0,0,,,1,0.0,0.86,0.0,0.0
mysteryranch,10106,0,0,0.85,0.0,0.0,0.85,0.0,0.0,0,,,1,0.0,0.85,0.0,0.0
heydude-fr,7310,12930,902,0.62,0.16,0.06,0.8400000000000001,0.0,0.0,0,,,1,0.0,0.8400000000000001,0.0,0.0
dessy,6009,5718,4076,0.51,0.07,0.26,0.8400000000000001,0.0,0.0,0,,,1,0.0,0.8400000000000001,0.0,0.0
jack-wolfskin-return,0,67664,0,0.0,0.84,0.0,0.84,0.0,0.0,0,,,1,0.0,0.84,0.0,0.0
balenciaga,9929,0,0,0.84,0.0,0.0,0.84,0.0,0.0,0,,,1,0.0,0.84,0.0,0.0
theprisonerwinecompany,5373,30911,0,0.45,0.38,0.0,0.8300000000000001,0.0,0.0,0,,,1,0.0,0.8300000000000001,0.0,0.0
fullbeauty,9800,0,0,0.83,0.0,0.0,0.83,0.0,0.0,0,,,1,0.0,0.83,0.0,0.0
bottegaveneta,9751,0,0,0.82,0.0,0.0,0.82,0.0,0.0,0,,,1,0.0,0.82,0.0,0.0
sneakersnstuff be,9716,0,0,0.82,0.0,0.0,0.82,0.0,0.0,0,,,1,0.0,0.82,0.0,0.0
woomat,9550,6,0,0.81,0.0,0.0,0.81,0.0,0.0,0,,,1,0.0,0.81,0.0,0.0
maisonmargiela,7036,15193,358,0.59,0.19,0.02,0.8,0.0,0.0,0,,,1,0.0,0.8,0.0,0.0
briggsriley,9515,0,0,0.8,0.0,0.0,0.8,0.0,0.0,0,,,1,0.0,0.8,0.0,0.0
clarinsmx,4612,32932,0,0.39,0.41,0.0,0.8,0.0,0.0,0,,,1,0.0,0.8,0.0,0.0
tigerofsweden,3582,5767,6642,0.3,0.07,0.43,0.8,0.0,0.0,0,,,1,0.0,0.8,0.0,0.0
fortnumandmason1,9434,0,0,0.8,0.0,0.0,0.8,0.0,0.0,0,,,1,0.0,0.8,0.0,0.0
lifemd,8803,4577,0,0.74,0.06,0.0,0.8,0.0,0.0,0,,,1,0.0,0.8,0.0,0.0
devacurl,7153,16080,0,0.6,0.2,0.0,0.8,0.0,0.0,0,,,1,0.0,0.8,0.0,0.0
cabanamagazine,6802,18444,0,0.57,0.23,0.0,0.7999999999999999,0.0,0.0,0,,,1,0.0,0.7999999999999999,0.0,0.0
ergobaby,6724,13217,998,0.57,0.16,0.06,0.79,0.0,0.0,0,,,1,0.0,0.79,0.0,0.0
coldsteel,7395,14077,0,0.62,0.17,0.0,0.79,0.0,0.0,0,,,1,0.0,0.79,0.0,0.0
hycapacity,9323,0,0,0.79,0.0,0.0,0.79,0.0,0.0,0,,,1,0.0,0.79,0.0,0.0
rachelcomey,5397,26059,0,0.46,0.32,0.0,0.78,0.0,0.0,0,,,1,0.0,0.78,0.0,0.0
nuskintaiwan,350,51612,1683,0.03,0.64,0.11,0.78,0.0,0.0,0,,,1,0.0,0.78,0.0,0.0
blockertracking,6091,14831,1336,0.51,0.18,0.09,0.7799999999999999,0.0,0.0,0,,,1,0.0,0.7799999999999999,0.0,0.0
tjx,9074,0,0,0.77,0.0,0.0,0.77,0.0,0.0,0,,,1,0.0,0.77,0.0,0.0
octobersveryown,9165,0,0,0.77,0.0,0.0,0.77,0.0,0.0,0,,,1,0.0,0.77,0.0,0.0
naylors,7227,12639,0,0.61,0.16,0.0,0.77,0.0,0.0,0,,,1,0.0,0.77,0.0,0.0
liveunlimited,4332,31406,0,0.37,0.39,0.0,0.76,0.0,0.0,0,,,1,0.0,0.76,0.0,0.0
ryman,9028,0,0,0.76,0.0,0.0,0.76,0.0,0.0,0,,,1,0.0,0.76,0.0,0.0
bananarepublic,8979,0,0,0.76,0.0,0.0,0.76,0.0,0.0,0,,,1,0.0,0.76,0.0,0.0
namesake,4956,27390,0,0.42,0.34,0.0,0.76,0.0,0.0,0,,,1,0.0,0.76,0.0,0.0
playstationreturns,7541,8834,0,0.64,0.11,0.0,0.75,0.0,0.0,0,,,1,0.0,0.75,0.0,0.0
super73,6883,13739,0,0.58,0.17,0.0,0.75,0.0,0.0,0,,,1,0.0,0.75,0.0,0.0
athleticpropulsionlabs,4740,28166,0,0.4,0.35,0.0,0.75,0.0,0.0,0,,,1,0.0,0.75,0.0,0.0
bananarepublicfactory,8911,0,0,0.75,0.0,0.0,0.75,0.0,0.0,0,,,1,0.0,0.75,0.0,0.0
ganni,6833,12078,88,0.58,0.15,0.01,0.74,0.0,0.0,0,,,1,0.0,0.74,0.0,0.0
xccj,4287,30257,0,0.36,0.38,0.0,0.74,0.0,0.0,0,,,1,0.0,0.74,0.0,0.0
xyngular,8437,1981,0,0.71,0.02,0.0,0.73,0.0,0.0,0,,,1,0.0,0.73,0.0,0.0
pearlizumi,8619,0,0,0.73,0.0,0.0,0.73,0.0,0.0,0,,,1,0.0,0.73,0.0,0.0
scholasticteachers,6626,13007,0,0.56,0.16,0.0,0.7200000000000001,0.0,0.0,0,,,1,0.0,0.7200000000000001,0.0,0.0
ariatcrew,5310,19222,486,0.45,0.24,0.03,0.72,0.0,0.0,0,,,1,0.0,0.72,0.0,0.0
rollerrabbit,8515,0,0,0.72,0.0,0.0,0.72,0.0,0.0,0,,,1,0.0,0.72,0.0,0.0
samelosangeles,4552,27714,0,0.38,0.34,0.0,0.72,0.0,0.0,0,,,1,0.0,0.72,0.0,0.0
vivobarefoot-rw,4929,24296,0,0.42,0.3,0.0,0.72,0.0,0.0,0,,,1,0.0,0.72,0.0,0.0
knixteen,6686,12435,0,0.56,0.15,0.0,0.7100000000000001,0.0,0.0,0,,,1,0.0,0.7100000000000001,0.0,0.0
wind-lock,8220,1367,0,0.69,0.02,0.0,0.71,0.0,0.0,0,,,1,0.0,0.71,0.0,0.0
circusbysamedelman,7375,7395,0,0.62,0.09,0.0,0.71,0.0,0.0,0,,,1,0.0,0.71,0.0,0.0
firstalert,6261,13987,0,0.53,0.17,0.0,0.7000000000000001,0.0,0.0,0,,,1,0.0,0.7000000000000001,0.0,0.0
coach-anz,6314,13766,0,0.53,0.17,0.0,0.7000000000000001,0.0,0.0,0,,,1,0.0,0.7000000000000001,0.0,0.0
revivalanimal,8259,0,0,0.7,0.0,0.0,0.7,0.0,0.0,0,,,1,0.0,0.7,0.0,0.0
blueprintnutritionk7ypaxd5ej,4737,23778,0,0.4,0.3,0.0,0.7,0.0,0.0,0,,,1,0.0,0.7,0.0,0.0
mtckitchen,8315,0,0,0.7,0.0,0.0,0.7,0.0,0.0,0,,,1,0.0,0.7,0.0,0.0
gozneyau,6627,10396,0,0.56,0.13,0.0,0.6900000000000001,0.0,0.0,0,,,1,0.0,0.6900000000000001,0.0,0.0
casablanca-paris,8212,0,0,0.69,0.0,0.0,0.69,0.0,0.0,0,,,1,0.0,0.69,0.0,0.0
brighton,8123,0,0,0.68,0.0,0.0,0.68,0.0,0.0,0,,,1,0.0,0.68,0.0,0.0
oxo,8015,0,0,0.68,0.0,0.0,0.68,0.0,0.0,0,,,1,0.0,0.68,0.0,0.0
kassatex,3906,28221,0,0.33,0.35,0.0,0.6799999999999999,0.0,0.0,0,,,1,0.0,0.6799999999999999,0.0,0.0
urbanstemsnew,7896,0,0,0.67,0.0,0.0,0.67,0.0,0.0,0,,,1,0.0,0.67,0.0,0.0
jenniferbehr,4463,23580,0,0.38,0.29,0.0,0.6699999999999999,0.0,0.0,0,,,1,0.0,0.6699999999999999,0.0,0.0
iwawine,5958,13002,0,0.5,0.16,0.0,0.66,0.0,0.0,0,,,1,0.0,0.66,0.0,0.0
joloves,5565,15544,0,0.47,0.19,0.0,0.6599999999999999,0.0,0.0,0,,,1,0.0,0.6599999999999999,0.0,0.0
lagos,5431,15263,0,0.46,0.19,0.0,0.65,0.0,0.0,0,,,1,0.0,0.65,0.0,0.0
asrv,7740,0,0,0.65,0.0,0.0,0.65,0.0,0.0,0,,,1,0.0,0.65,0.0,0.0
stugastudio,4443,22317,0,0.37,0.28,0.0,0.65,0.0,0.0,0,,,1,0.0,0.65,0.0,0.0
fhfgear,5791,12648,0,0.49,0.16,0.0,0.65,0.0,0.0,0,,,1,0.0,0.65,0.0,0.0
marriott-premium,2599,3134,3389,0.22,0.04,0.22,0.48,0.16800000000000004,2.9200000000000013,497,2025-09-03,2025-10-21,49,10.14,0.648,0.35,0.2593
scosche,7430,0,0,0.63,0.0,0.0,0.63,0.0,0.0,0,,,1,0.0,0.63,0.0,0.0
idrinkcoffee,7515,0,0,0.63,0.0,0.0,0.63,0.0,0.0,0,,,1,0.0,0.63,0.0,0.0
clubllondon-aus,2051,37027,0,0.17,0.46,0.0,0.63,0.0,0.0,0,,,1,0.0,0.63,0.0,0.0
viktor-rolf,5492,11676,185,0.46,0.15,0.01,0.62,0.0,0.0,0,,,1,0.0,0.62,0.0,0.0
de-castore,1658,37712,0,0.14,0.47,0.0,0.61,0.0,0.0,0,,,1,0.0,0.61,0.0,0.0
lulifama,4651,17335,0,0.39,0.22,0.0,0.61,0.0,0.0,0,,,1,0.0,0.61,0.0,0.0
namuk,5416,11985,0,0.46,0.15,0.0,0.61,0.0,0.0,0,,,1,0.0,0.61,0.0,0.0
bauer,7197,0,0,0.61,0.0,0.0,0.61,0.0,0.0,0,,,1,0.0,0.61,0.0,0.0
anthropologie,7134,425,0,0.6,0.01,0.0,0.61,0.0,0.0,0,,,1,0.0,0.61,0.0,0.0
mooseknuckles,4782,16219,0,0.4,0.2,0.0,0.6000000000000001,0.0,0.0,0,,,1,0.0,0.6000000000000001,0.0,0.0
teva-anz,5170,12888,0,0.44,0.16,0.0,0.6,0.0,0.0,0,,,1,0.0,0.6,0.0,0.0
nevisport,7169,0,0,0.6,0.0,0.0,0.6,0.0,0.0,0,,,1,0.0,0.6,0.0,0.0
balsamhillau,6956,0,0,0.59,0.0,0.0,0.59,0.0,0.0,0,,,1,0.0,0.59,0.0,0.0
themill,2871,27158,0,0.24,0.34,0.0,0.5800000000000001,0.0,0.0,0,,,1,0.0,0.5800000000000001,0.0,0.0
karenlazardesign,1424,36674,0,0.12,0.46,0.0,0.5800000000000001,0.0,0.0,0,,,1,0.0,0.5800000000000001,0.0,0.0
baobabcollection,6874,0,0,0.58,0.0,0.0,0.58,0.0,0.0,0,,,1,0.0,0.58,0.0,0.0
herocosmetics,6919,0,0,0.58,0.0,0.0,0.58,0.0,0.0,0,,,1,0.0,0.58,0.0,0.0
victussports,3854,19711,112,0.32,0.24,0.01,0.5700000000000001,0.0,0.0,0,,,1,0.0,0.5700000000000001,0.0,0.0
victoriabeckhamuk,4513,15206,0,0.38,0.19,0.0,0.5700000000000001,0.0,0.0,0,,,1,0.0,0.5700000000000001,0.0,0.0
diamondbackcovers,3914,19583,0,0.33,0.24,0.0,0.5700000000000001,0.0,0.0,0,,,1,0.0,0.5700000000000001,0.0,0.0
petflow,1461,36598,0,0.12,0.45,0.0,0.5700000000000001,0.0,0.0,0,,,1,0.0,0.5700000000000001,0.0,0.0
varidesk,6674,0,0,0.56,0.0,0.0,0.56,0.0,0.0,0,,,1,0.0,0.56,0.0,0.0
johnboos,3967,18607,0,0.33,0.23,0.0,0.56,0.0,0.0,0,,,1,0.0,0.56,0.0,0.0
loaf,6593,0,0,0.56,0.0,0.0,0.56,0.0,0.0,0,,,1,0.0,0.56,0.0,0.0
aimeleondore,6659,0,0,0.56,0.0,0.0,0.56,0.0,0.0,0,,,1,0.0,0.56,0.0,0.0
loveinfaith,6682,0,0,0.56,0.0,0.0,0.56,0.0,0.0,0,,,1,0.0,0.56,0.0,0.0
barstoolsports,6662,0,0,0.56,0.0,0.0,0.56,0.0,0.0,0,,,1,0.0,0.56,0.0,0.0
stjohnknits,4849,12306,0,0.41,0.15,0.0,0.5599999999999999,0.0,0.0,0,,,1,0.0,0.5599999999999999,0.0,0.0
safishing,6476,0,0,0.55,0.0,0.0,0.55,0.0,0.0,0,,,1,0.0,0.55,0.0,0.0
ergobabyde,5141,4838,908,0.43,0.06,0.06,0.55,0.0,0.0,0,,,1,0.0,0.55,0.0,0.0
nyxcosmetics,6429,37,116,0.54,0.0,0.01,0.55,0.0,0.0,0,,,1,0.0,0.55,0.0,0.0
renefurtererusa,3659,18779,100,0.31,0.23,0.01,0.55,0.0,0.0,0,,,1,0.0,0.55,0.0,0.0
texasinstruments,6461,0,0,0.54,0.0,0.0,0.54,0.0,0.0,0,,,1,0.0,0.54,0.0,0.0
balsambrands1,6368,0,0,0.54,0.0,0.0,0.54,0.0,0.0,0,,,1,0.0,0.54,0.0,0.0
roamans,6418,0,0,0.54,0.0,0.0,0.54,0.0,0.0,0,,,1,0.0,0.54,0.0,0.0
carharttr,2180,3773,4808,0.18,0.05,0.31,0.54,0.0,0.0,0,,,1,0.0,0.54,0.0,0.0
sogknives,5025,9679,0,0.42,0.12,0.0,0.54,0.0,0.0,0,,,1,0.0,0.54,0.0,0.0
suncloudoptics,1911,4160,379,0.16,0.05,0.02,0.23,0.3081,5.89,341,2025-09-01,2025-10-27,57,5.98,0.5381,1.3396,0.5726
covetandmane,6342,0,0,0.53,0.0,0.0,0.53,0.0,0.0,0,,,1,0.0,0.53,0.0,0.0
luluandgeorgia,6298,0,0,0.53,0.0,0.0,0.53,0.0,0.0,0,,,1,0.0,0.53,0.0,0.0
row-represent,3415,19540,0,0.29,0.24,0.0,0.53,0.0,0.0,0,,,1,0.0,0.53,0.0,0.0
frette,4516,12028,0,0.38,0.15,0.0,0.53,0.0,0.0,0,,,1,0.0,0.53,0.0,0.0
frankiesbikinis,6063,0,0,0.51,0.0,0.0,0.51,0.0,0.0,0,,,1,0.0,0.51,0.0,0.0
langebeauty,6058,0,0,0.51,0.0,0.0,0.51,0.0,0.0,0,,,1,0.0,0.51,0.0,0.0
barrys,2271,25985,0,0.19,0.32,0.0,0.51,0.0,0.0,0,,,1,0.0,0.51,0.0,0.0
vichy,4535,9791,211,0.38,0.12,0.01,0.51,0.0,0.0,0,,,1,0.0,0.51,0.0,0.0
kingsizedirect,5928,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0,,,1,0.0,0.5,0.0,0.0
phelpsgamecalls,4488,9515,0,0.38,0.12,0.0,0.5,0.0,0.0,0,,,1,0.0,0.5,0.0,0.0
hammacherschlemmer,2980,4892,2938,0.25,0.06,0.19,0.5,0.0,0.0,0,,,1,0.0,0.5,0.0,0.0
wildgameinnovations,4478,8902,0,0.38,0.11,0.0,0.49,0.0,0.0,0,,,1,0.0,0.49,0.0,0.0
bettinardigolf,4264,10236,0,0.36,0.13,0.0,0.49,0.0,0.0,0,,,1,0.0,0.49,0.0,0.0
home24,5777,0,0,0.49,0.0,0.0,0.49,0.0,0.0,0,,,1,0.0,0.49,0.0,0.0
virtueprofessional,4064,11727,0,0.34,0.15,0.0,0.49,0.0,0.0,0,,,1,0.0,0.49,0.0,0.0
wrangler-au,3847,13396,0,0.32,0.17,0.0,0.49,0.0,0.0,0,,,1,0.0,0.49,0.0,0.0
knixteenca,4541,9018,0,0.38,0.11,0.0,0.49,0.0,0.0,0,,,1,0.0,0.49,0.0,0.0
providentmetals,5006,4622,0,0.42,0.06,0.0,0.48,0.0,0.0,0,,,1,0.0,0.48,0.0,0.0
vacationinc,3963,12299,0,0.33,0.15,0.0,0.48,0.0,0.0,0,,,1,0.0,0.48,0.0,0.0
bassettfurniture,2220,22860,47,0.19,0.28,0.0,0.47000000000000003,0.0,0.0,0,,,1,0.0,0.47000000000000003,0.0,0.0
medtronic,5523,0,0,0.47,0.0,0.0,0.47,0.0,0.0,0,,,1,0.0,0.47,0.0,0.0
dji,5604,0,0,0.47,0.0,0.0,0.47,0.0,0.0,0,,,1,0.0,0.47,0.0,0.0
makeupforever,5484,0,0,0.46,0.0,0.0,0.46,0.0,0.0,0,,,1,0.0,0.46,0.0,0.0
elysewalker,3754,11240,0,0.32,0.14,0.0,0.46,0.0,0.0,0,,,1,0.0,0.46,0.0,0.0
btemptd,2757,10666,1491,0.23,0.13,0.1,0.45999999999999996,0.0,0.0,0,,,1,0.0,0.45999999999999996,0.0,0.0
radpowerbikeswholesale,2871,17612,0,0.24,0.22,0.0,0.45999999999999996,0.0,0.0,0,,,1,0.0,0.45999999999999996,0.0,0.0
thenorthface-anz,3679,11156,0,0.31,0.14,0.0,0.45,0.0,0.0,0,,,1,0.0,0.45,0.0,0.0
sockwell,5366,0,0,0.45,0.0,0.0,0.45,0.0,0.0,0,,,1,0.0,0.45,0.0,0.0
vaporfi,5209,0,0,0.44,0.0,0.0,0.44,0.0,0.0,0,,,1,0.0,0.44,0.0,0.0
womensbestat,2238,20076,0,0.19,0.25,0.0,0.44,0.0,0.0,0,,,1,0.0,0.44,0.0,0.0
davinesca,3923,7706,0,0.33,0.1,0.0,0.43000000000000005,0.0,0.0,0,,,1,0.0,0.43000000000000005,0.0,0.0
bellamihair,5116,0,0,0.43,0.0,0.0,0.43,0.0,0.0,0,,,1,0.0,0.43,0.0,0.0
lauramercier,5157,0,0,0.43,0.0,0.0,0.43,0.0,0.0,0,,,1,0.0,0.43,0.0,0.0
vsgb2b,3581,9762,0,0.3,0.12,0.0,0.42,0.0,0.0,0,,,1,0.0,0.42,0.0,0.0
drjart,4988,0,0,0.42,0.0,0.0,0.42,0.0,0.0,0,,,1,0.0,0.42,0.0,0.0
tomfordbeauty-uk,3663,8096,0,0.31,0.1,0.0,0.41000000000000003,0.0,0.0,0,,,1,0.0,0.41000000000000003,0.0,0.0
travismathew,4826,0,0,0.41,0.0,0.0,0.41,0.0,0.0,0,,,1,0.0,0.41,0.0,0.0
eloquii,4880,0,0,0.41,0.0,0.0,0.41,0.0,0.0,0,,,1,0.0,0.41,0.0,0.0
radpowerbikesca,2842,13257,0,0.24,0.16,0.0,0.4,0.0,0.0,0,,,1,0.0,0.4,0.0,0.0
unrl,4775,0,0,0.4,0.0,0.0,0.4,0.0,0.0,0,,,1,0.0,0.4,0.0,0.0
horchow,3644,5702,375,0.31,0.07,0.02,0.4,0.0,0.0,0,,,1,0.0,0.4,0.0,0.0
hestragloves,3452,8154,0,0.29,0.1,0.0,0.39,0.0,0.0,0,,,1,0.0,0.39,0.0,0.0
toofaced,3753,4138,318,0.32,0.05,0.02,0.39,0.0,0.0,0,,,1,0.0,0.39,0.0,0.0
randco,340,28793,0,0.03,0.36,0.0,0.39,0.0,0.0,0,,,1,0.0,0.39,0.0,0.0
us-castore,1257,22736,0,0.11,0.28,0.0,0.39,0.0,0.0,0,,,1,0.0,0.39,0.0,0.0
clubllondon-ire,0,30996,0,0.0,0.39,0.0,0.39,0.0,0.0,0,,,1,0.0,0.39,0.0,0.0
chloeproduction,845,23922,288,0.07,0.3,0.02,0.39,0.0,0.0,0,,,1,0.0,0.39,0.0,0.0
onepelotonapparelgb,353,15050,2600,0.03,0.19,0.17,0.39,0.0,0.0,0,,,1,0.0,0.39,0.0,0.0
jimmychoo,4493,0,0,0.38,0.0,0.0,0.38,0.0,0.0,0,,,1,0.0,0.38,0.0,0.0
kloraneusa,2550,13265,66,0.22,0.16,0.0,0.38,0.0,0.0,0,,,1,0.0,0.38,0.0,0.0
stsranchwear,3491,7222,0,0.29,0.09,0.0,0.38,0.0,0.0,0,,,1,0.0,0.38,0.0,0.0
denon,4381,609,7,0.37,0.01,0.0,0.38,0.0,0.0,0,,,1,0.0,0.38,0.0,0.0
shoebank,3860,3696,0,0.33,0.05,0.0,0.38,0.0,0.0,0,,,1,0.0,0.38,0.0,0.0
clubmonaco,4422,0,0,0.37,0.0,0.0,0.37,0.0,0.0,0,,,1,0.0,0.37,0.0,0.0
tullabee,286,0,947,0.02,0.0,0.06,0.08,0.28870000000000007,5.81,105,2025-09-01,2025-10-31,61,1.72,0.3687000000000001,3.6088,0.783
panerai,1680,2747,307,0.14,0.03,0.02,0.19,0.17140000000000002,1.4300000000000006,1930,2025-09-01,2025-10-31,61,31.64,0.36140000000000005,0.9021,0.4743
colorescience,4236,0,0,0.36,0.0,0.0,0.36,0.0,0.0,0,,,1,0.0,0.36,0.0,0.0
altardstatesimplereturns,1210,1665,3512,0.1,0.02,0.22,0.34,0.016800000000000002,0.33,108,2025-09-30,2025-10-08,9,12.0,0.3568,0.0494,0.0471
